Resturent_Name,Food_Type,Points of Review,Reviews_link,Comments_link
"Sponsored
Billionaire Dubai","Italian, Japanese$$$$Menu",160 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d10397710-Reviews-Billionaire_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d13494780-r887150896-Morgan_s_Gastropub-Dubai_Emirate_of_Dubai.html
66. Tong Thai,"Asian, Thai$$$$Menu","1,679 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d4307602-Reviews-Tong_Thai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d13494780-r883941994-Morgan_s_Gastropub-Dubai_Emirate_of_Dubai.html
67. Trader Vic's Palm Jumeirah,"Bar, Pub",137 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d24995393-Reviews-Trader_Vic_s_Palm_Jumeirah-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23803894-r890077570-Anasa-Dubai_Emirate_of_Dubai.html
68. Fire Lake Grill House Restaurant And Bar,"American, Steakhouse$$$$Menu",412 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23343808-Reviews-Fire_Lake_Grill_House_Restaurant_And_Bar-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23803894-r890077508-Anasa-Dubai_Emirate_of_Dubai.html
69. Yalumba,"Fusion, International$$ - $$$","1,513 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d857104-Reviews-Yalumba-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925082-r871784922-Asia_Republic-Dubai_Emirate_of_Dubai.html
70. Trattoria By Cinque,$$ - $$$Menu,867 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d18971372-Reviews-Trattoria_By_Cinque-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925082-r866650521-Asia_Republic-Dubai_Emirate_of_Dubai.html
"Sponsored
Coucou Rooftop Dubai",MediterraneanMenu,62 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25215212-Reviews-Coucou_Rooftop_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d10397710-r875012521-Billionaire_Dubai-Dubai_Emirate_of_Dubai.html
71. Glo Restaurant,"International, Sushi$$ - $$$",430 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23393355-Reviews-Glo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d10397710-r820843120-Billionaire_Dubai-Dubai_Emirate_of_Dubai.html
72. Cafe Society Dubai,"Cafe, International$$ - $$$Menu",562 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13539068-Reviews-Cafe_Society_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d4307602-r887564835-Tong_Thai-Dubai_Emirate_of_Dubai.html
73. Kimura-ya Authentic Japanese Restaurant - 4th Branch Creek,"Japanese, Barbecue$$$$Menu",290 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23792600-Reviews-Kimura_ya_Authentic_Japanese_Restaurant_4th_Branch_Creek-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d4307602-r883926008-Tong_Thai-Dubai_Emirate_of_Dubai.html
74. The Noodle House - City Walk,"Chinese, AsianMenu",192 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25093242-Reviews-The_Noodle_House_City_Walk-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d24995393-r884246647-Trader_Vic_s_Palm_Jumeirah-Dubai_Emirate_of_Dubai.html
75. Prime68 Steakhouse,"American, Steakhouse$$$$Menu","2,307 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d3677766-Reviews-Prime68_Steakhouse-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d24995393-r882176497-Trader_Vic_s_Palm_Jumeirah-Dubai_Emirate_of_Dubai.html
"Sponsored
Clap Restaurant Dubai","Japanese, Sushi$$$$Menu",208 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d22838842-Reviews-Clap_Restaurant_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23343808-r862493760-Fire_Lake_Grill_House_Restaurant_And_Bar-Dubai_Emirate_of_Dubai.html
76. Liv,"Healthy, International$$$$Menu",411 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15694894-Reviews-Liv-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23343808-r858392690-Fire_Lake_Grill_House_Restaurant_And_Bar-Dubai_Emirate_of_Dubai.html
77. Sansation Arabian Ranches,"Lebanese, CafeMenu",722 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23802164-Reviews-Sansation_Arabian_Ranches-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d857104-r878674603-Yalumba-Dubai_Emirate_of_Dubai.html
78. La Bamba Restaurant,"Seafood, Mediterranean$$ - $$$Menu",284 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d20164027-Reviews-La_Bamba_Restaurant-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d857104-r851015930-Yalumba-Dubai_Emirate_of_Dubai.html
79. Taikun Dubai,"Sushi, French$$$$Menu","1,636 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d5923604-Reviews-Taikun_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d18971372-r890200584-Trattoria_By_Cinque-Dubai_Emirate_of_Dubai.html
80. Graze Gastro Grill,"Steakhouse, Barbecue$$ - $$$Menu",461 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d12365282-Reviews-Graze_Gastro_Grill-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d18971372-r889079249-Trattoria_By_Cinque-Dubai_Emirate_of_Dubai.html
"Sponsored
Gazebo Restaurant","Indian, Seafood$$ - $$$Menu",37 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d17588679-Reviews-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25215212-r889702218-Coucou_Rooftop_Dubai-Dubai_Emirate_of_Dubai.html
81. Sardina Seafood Restaurant,"Seafood, Mediterranean$$ - $$$Menu",508 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13483392-Reviews-Sardina_Seafood_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25215212-r889372923-Coucou_Rooftop_Dubai-Dubai_Emirate_of_Dubai.html
82. Nando's Mall of the Emirates,Menu,285 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d21250678-Reviews-Nando_s_Mall_of_the_Emirates-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23393355-r875614176-Glo_Restaurant-Dubai_Emirate_of_Dubai.html
83. Maiden Shanghai,Chinese$$$$Menu,"2,127 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d12399372-Reviews-Maiden_Shanghai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23393355-r873353219-Glo_Restaurant-Dubai_Emirate_of_Dubai.html
84. Dunes Cafe,International$$ - $$$,486 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d1917603-Reviews-Dunes_Cafe-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d13539068-r890173840-Cafe_Society_Dubai-Dubai_Emirate_of_Dubai.html
85. Taperia,Spanish,620 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23693984-Reviews-Taperia-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d13539068-r890172925-Cafe_Society_Dubai-Dubai_Emirate_of_Dubai.html
"Sponsored
Chuan","Chinese, Seafood$$$$Menu",40 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15672956-Reviews-Chuan-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23792600-r881681581-Kimura_ya_Authentic_Japanese_Restaurant_4th_Branch_Creek-Dubai_Emirate_of_Dubai.html
86. SIKKA Cafe - City Walk,"Middle Eastern, Cafe$$ - $$$Menu",392 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d12492447-Reviews-SIKKA_Cafe_City_Walk-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23792600-r823193307-Kimura_ya_Authentic_Japanese_Restaurant_4th_Branch_Creek-Dubai_Emirate_of_Dubai.html
87. Nova Restaurant & Lounge,Sushi$$$$Menu,699 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23629354-Reviews-Nova_Restaurant_Lounge-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25093242-r881233032-The_Noodle_House_City_Walk-Dubai_Emirate_of_Dubai.html
88. Awtar,Lebanese$$$$Menu,645 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3918483-Reviews-Awtar-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25093242-r887083880-The_Noodle_House_City_Walk-Dubai_Emirate_of_Dubai.html
89. Secret Garden by VII,"Bar, Seafood$$$$",234 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d20215295-Reviews-Secret_Garden_by_VII-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3677766-r880614566-Prime68_Steakhouse-Dubai_Emirate_of_Dubai.html
90. WET Deck Dubai,"Bar, International$$ - $$$Menu",449 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d16162515-Reviews-WET_Deck_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3677766-r851969134-Prime68_Steakhouse-Dubai_Emirate_of_Dubai.html
"Sponsored
Tan Cha Restaurant","Chinese, Asian$$$$Menu",138 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23734303-Reviews-Tan_Cha_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d22838842-r882872336-Clap_Restaurant_Dubai-Dubai_Emirate_of_Dubai.html
"Sponsored
Tresind Dubai","Indian, Contemporary$$$$Menu",855 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d7257524-Reviews-Tresind_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7257524-r874674171-Tresind_Dubai-Dubai_Emirate_of_Dubai.html
91. Qamar,"Indian, GrillMenu",178 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23810566-Reviews-Qamar-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7257524-r853715303-Tresind_Dubai-Dubai_Emirate_of_Dubai.html
92. Makira,"Japanese, Japanese Fusion$$ - $$$",267 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d24186113-Reviews-Makira-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23810566-r879978748-Qamar-Dubai_Emirate_of_Dubai.html
93. Doors Freestyle Grill - Steakhouse,"Steakhouse, Seafood$$$$Menu","2,170 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d15293945-Reviews-Doors_Freestyle_Grill_Steakhouse-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23810566-r877411923-Qamar-Dubai_Emirate_of_Dubai.html
94. Kitchen6,"Healthy, Chinese$$ - $$$","3,086 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d3844728-Reviews-Kitchen6-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d24186113-r885284135-Makira-Dubai_Emirate_of_Dubai.html
95. The Meat Co,"Steakhouse, Grill$$$$Menu","1,603 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d3920870-Reviews-The_Meat_Co-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d24186113-r875985537-Makira-Dubai_Emirate_of_Dubai.html
"Sponsored
Avatara","Indian, ContemporaryMenu",69 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23908539-Reviews-Avatara-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15293945-r784845021-Doors_Freestyle_Grill_Steakhouse-Dubai_Emirate_of_Dubai.html
96. Khyber,Indian$$ - $$$Menu,"1,133 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d3919600-Reviews-Khyber-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15293945-r882014914-Doors_Freestyle_Grill_Steakhouse-Dubai_Emirate_of_Dubai.html
97. Garden Of Dreams,"Mediterranean, BarMenu",264 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23617879-Reviews-Garden_Of_Dreams-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3844728-r869662858-Kitchen6-Dubai_Emirate_of_Dubai.html
98. Ciao Bella,Italian$$$$Menu,258 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23656974-Reviews-Ciao_Bella-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3844728-r878683174-Kitchen6-Dubai_Emirate_of_Dubai.html
99. The Noodle House - JBR,"Asian, Chinese$$$$Menu","1,866 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d19319288-Reviews-The_Noodle_House_JBR-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920870-r875198819-The_Meat_Co-Dubai_Emirate_of_Dubai.html
100. Mare By Bussola,ItalianMenu,86 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25001488-Reviews-Mare_By_Bussola-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920870-r870124611-The_Meat_Co-Dubai_Emirate_of_Dubai.html
"Sponsored
Jaffer Bhai? Restaurant",Indian,327 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d19060030-Reviews-Sui_Mui_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23908539-r889150902-Avatara-Dubai_Emirate_of_Dubai.html
101. Sui Mui Dubai,"Sushi, Asian$$$$Menu","1,998 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d15191936-Reviews-24th_St_World_Street_Food-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23908539-r885947074-Avatara-Dubai_Emirate_of_Dubai.html
102. 24th St. World Street Food,"Indian, Street Food$$ - $$$Menu","1,689 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d15617202-Reviews-Mama_Zonia-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919600-r872847206-Khyber-Dubai_Emirate_of_Dubai.html
103. Mama Zonia,"Peruvian, Sushi$$ - $$$Menu",171 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23826756-Reviews-Basko-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919600-r874532843-Khyber-Dubai_Emirate_of_Dubai.html
104. Basko,"European, Middle Eastern",655 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d18312975-Reviews-Purani_Dilli_Sheikh_Zayed_Road-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23617879-r885008904-Garden_Of_Dreams-Dubai_Emirate_of_Dubai.html
105. Purani Dilli Sheikh Zayed Road,"Indian, Asian$$ - $$$Menu",138 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23734303-Reviews-Tan_Cha_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23617879-r881468565-Garden_Of_Dreams-Dubai_Emirate_of_Dubai.html
"Sponsored
Tan Cha Restaurant","Chinese, Asian$$$$Menu",291 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13508206-Reviews-Gusto_Italian_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23656974-r890154518-Ciao_Bella-Dubai_Emirate_of_Dubai.html
106. Gusto Italian Restaurant,"Italian, Mediterranean$$$$Menu",148 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23591417-Reviews-The_Hills_Pool_Deck-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23656974-r889947626-Ciao_Bella-Dubai_Emirate_of_Dubai.html
107. The Hills Pool Deck,"International, Grill$$ - $$$Menu","2,512 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d3403341-Reviews-Level_43_Sky_Lounge-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19319288-r880949852-The_Noodle_House_JBR-Dubai_Emirate_of_Dubai.html
108. Level 43 Sky Lounge,"Bar, Sushi$$ - $$$Menu",222 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23809599-Reviews-Lolita_Pool_Bar_Lounge-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19319288-r875478934-The_Noodle_House_JBR-Dubai_Emirate_of_Dubai.html
109. Lolita Pool Bar & Lounge,Fusion,815 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d20147433-Reviews-3BK_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25001488-r887932432-Mare_By_Bussola-Dubai_Emirate_of_Dubai.html
110. 3BK Restaurant,"International, Pub$$$$",82 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919269-Reviews-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25001488-r884376789-Mare_By_Bussola-Dubai_Emirate_of_Dubai.html
"Sponsored
Gazebo Restaurant","Asian, Indian$$ - $$$Menu",249 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d20081144-Reviews-Secret_Parties-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19060030-r878417908-Sui_Mui_Dubai-Dubai_Emirate_of_Dubai.html
111. Secret Parties,"International, Asian$$$$Menu",560 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d14932444-Reviews-SIKKA_Cafe_La_Mer-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19060030-r855506241-Sui_Mui_Dubai-Dubai_Emirate_of_Dubai.html
112. SIKKA Cafe - La Mer,"Middle Eastern, Arabic$$ - $$$Menu","1,512 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d12630110-Reviews-BLVD_on_One-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15191936-r847611710-24th_St_World_Street_Food-Dubai_Emirate_of_Dubai.html
113. BLVD on One,Lebanese$$ - $$$Menu,"1,243 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d21505081-Reviews-Lola_Taberna_Espanola-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15191936-r805139506-24th_St_World_Street_Food-Dubai_Emirate_of_Dubai.html
114. Lola Taberna Espanola,"Mediterranean, European$$ - $$$Menu",469 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13294520-Reviews-Local_TRYP_by_Wyndham-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15617202-r882053824-Mama_Zonia-Dubai_Emirate_of_Dubai.html
115. Local - TRYP by Wyndham,"Mediterranean, Pub$$ - $$$",155 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23641822-Reviews-ZRoom-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15617202-r786388016-Mama_Zonia-Dubai_Emirate_of_Dubai.html
"Sponsored
ZRoom","Uzbek, International","1,328 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d13519345-Reviews-Trader_Vic_s_JBR-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23826756-r867949167-Basko-Dubai_Emirate_of_Dubai.html
116. Trader Vic's JBR,"Bar, Polynesian$$ - $$$Menu",573 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d9731855-Reviews-Fusion-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23826756-r866394465-Basko-Dubai_Emirate_of_Dubai.html
117. Fusion,"Chinese, Sushi$$ - $$$Menu",108 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d24022465-Reviews-Venus_Ristorante-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d18312975-r825859184-Purani_Dilli_Sheikh_Zayed_Road-Dubai_Emirate_of_Dubai.html
118. Venus Ristorante,Menu,434 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d1516792-Reviews-Harvesters_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d18312975-r821065612-Purani_Dilli_Sheikh_Zayed_Road-Dubai_Emirate_of_Dubai.html
119. Harvesters Restaurant,"Bar, British$$ - $$$Menu",919 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13494105-Reviews-Black_Tap_Craft_Burgers_Shakes_JBR-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23734303-r880968914-Tan_Cha_Restaurant-Dubai_Emirate_of_Dubai.html
120. Black Tap Craft Burgers & Shakes - JBR,"American, Bar$$ - $$$Menu",347 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d4108092-Reviews-Cucina_Mia_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23734303-r865373203-Tan_Cha_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Cucina Mia Restaurant","Italian, Fast Food$$ - $$$Menu",None,None,https://www.tripadvisor.com/ShowUserReviews-g295424-d13508206-r872016415-Gusto_Italian_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Entrecote Cafe de Paris - The Dubai Mall","French, Steakhouse$$ - $$$Menu","1,048 point",https://www.tripadvisor.com/Restaurant_Review-g295424-d3456759-Reviews-Entrecote_Cafe_de_Paris_The_Dubai_Mall-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3456759-r802149342-Entrecote_Cafe_de_Paris_The_Dubai_Mall-Dubai_Emirate_of_Dubai.html
